"from","to","weight"
"Joey","The ""Hey Guy"" Guy",1
"Joey","The A.d",1
"Joey","The Acting Teacher",1
"Joey","The Bass Barber",1
"Joey","The Chorus Line",1
"Joey","The Cigarette Guy",1
"Joey","The Colonel",1
"Joey","The Conductor",1
"Joey","The Cooking Teacher",1
"Joey","The Croupier",1
"Joey","The Cute Guy",1
"Joey","The Director",8
"Joey","The Doctor",5
"Joey","The Dry Cleaner",1
"Joey","The Fan",1
"Joey","The Fireman",1
"Joey","The Food Critic",1
"Joey","The Girls",7
"Joey","The Grip",1
"Joey","The Guys",9
"Joey","The Head Librarian",1
"Joey","The Hot Girl",1
"Joey","The Housekeeper",1
"Joey","The Husband",1
"Joey","The Instructor",1
"Joey","The Interviewer",2
"Joey","The Knocker",1
"Joey","The Librarian",1
"Joey","The Little Girl",1
"Joey","The Lurker",1
"Joey","The Man",3
"Joey","The Museum Official",1
"Joey","The Old Man",1
"Joey","The Other Woman",1
"Joey","The Paramedic",1
"Joey","The Pastor",1
"Joey","The Photographer",1
"Joey","The Porsche Owner",1
"Joey","The Presenter",1
"Joey","The Producer",1
"Joey","The Professor",1
"Joey","The Rabbi",1
"Joey","The Saleslady",1
"Joey","The Salesman",2
"Joey","The Saleswoman",1
"Joey","The Second Guest",1
"Joey","The Security Guard",1
"Joey","The Singing Man",1
"Joey","The Smoking Woman",1
"Joey","The Stripper",1
"Joey","The Teacher",2
"Joey","The Vampire",1
"Joey","The Waiter",2
"Joey","The Waitress",1
"Joey","The Wedding Guest",1
"Joey","The Woman",3
"Joey","The Woman Dealer",1
"Joey","The Writer",1
"Joey","Ticket Agent",4
"Joey","Tilly",1
"Joey","Tim",2
"Joey","Tom",3
"Joey","Tommy",1
"Joey","Tony",1
"Joey","Tour Guide",1
"Joey","Trainer",1
"Joey","Trudie Styler",1
"Joey","Tv",1
"Joey","Tv Announcer",2
"Joey","Tv Doctor",1
"Joey","Uncle Dan",1
"Joey","Ursula",6
"Joey","Van Damme",1
"Joey","Video",1
"Joey","Vince",1
"Joey","Voice",3
"Joey","Waiter",13
"Joey","Waiter #2",1
"Joey","Waiter in Drag",1
"Joey","Waiter No. 2",1
"Joey","Waiters",1
"Joey","Waitress",6
"Joey","Walker",1
"Joey","Wayne",1
"Joey","We Have 8",1
"Joey","Wedding Planner",1
"Joey","Whitfield",1
"Joey","Whitney",1
"Joey","will",1
"Joey","Witch",1
"Joey","Woman",40
"Joey","Woman at Door",1
"Joey","Woman Giving Birth",1
"Joey","Woman No. 1",2
"Joey","Woman No. 2",2
"Joey","Woman on Train",1
"Joey","Woman on Tv",1
"Joey","Woman's Voice",1
"Joey","Writer",1
"Joey","Young Ethan",1
"Joey","Zack",1
"Joey","Zoe",1
"Joey Laughs","Joey Nods",1
"Joey Laughs","Monica",1
"Joey Laughs","New Scene",1
"Joey Laughs","Phoebe",1
"Joey Laughs","Rachel",1
"Joey Laughs","Ross",1
"Joey Laughs","Tv Announcer",1
"Joey Laughs","Woman at Door",1
"Joey Nods","Monica",1
"Joey Nods","New Scene",1
"Joey Nods","Phoebe",1
"Joey Nods","Rachel",1
"Joey Nods","Ross",1
"Joey Nods","Tv Announcer",1
"Joey Nods","Woman at Door",1
"Joey on Tv","Kid",1
"Joey on Tv","Kids",1
"Joey on Tv","Lipson",1
"Joey on Tv","Monica",1
"Joey on Tv","New Scene",1
"Joey on Tv","Phoebe",1
"Joey on Tv","Rachel",1
"Joey on Tv","Rob",1
"Joey on Tv","Ross",1
"Joey on Tv","Security Guard",1
"Joey on Tv","Susie",1
"Joey on Tv","Trainer",1
"Joey on Tv","Tv Doctor",1
"Joey on Tv","Van Damme",1
"Joey on Tv","Waiter",1
"Joey's Co-Star","Kash",1
"Joey's Co-Star","Mona",1
"Joey's Co-Star","Monica",2
"Joey's Co-Star","Mr. Franklin",1
"Joey's Co-Star","Mr. Geller",1
"Joey's Co-Star","Mrs. Geller",1
"Joey's Co-Star","New Scene",2
"Joey's Co-Star","Phoebe",2
"Joey's Co-Star","Rachel",2
"Joey's Co-Star","Richard",1
"Joey's Co-Star","Ross",2
"Joey's Co-Star","Tattoo Artist",1
"Joey's Co-Star","Tim",1
"Joey's Date","Male Student",1
"Joey's Date","Monica",2
"Joey's Date","New Scene",2
"Joey's Date","Phoebe",2
"Joey's Date","Rachel",2
"Joey's Date","Ross",2
"Joey's Date","Student",1
"Joey's Date","The Colonel",1
"Joey's Date","The Head Librarian",1
"Joey's Date","The Librarian",1
"Joey's Date","The Waitress",1
"Joey's Date","Waitress",1
"Joey's Date","Woman",1
"Joey's Doctor","Monica",1
"Joey's Doctor","New Scene",1
"Joey's Doctor","Nurse",1
"Joey's Doctor","Phoebe",1
"Joey's Doctor","Rachel",1
"Joey's Doctor","Ross",1
"Joey's Grandmom","Joey's Sister",1
"Joey's Grandmom","Joey's Sisters",1
"Joey's Grandmom","Mark",1
"Joey's Grandmom","Mary-Angela",1
"Joey's Grandmom","Mary-Theresa",1
"Joey's Grandmom","Monica",1
"Joey's Grandmom","Mr. Kaplan",1
"Joey's Grandmom","New Scene",1
"Joey's Grandmom","Phoebe",1
"Joey's Grandmom","Rachel",1
"Joey's Grandmom","Ross",1
"Joey's Grandmom","Sister 1",1
"Joey's Hand Twin","Monica",1
"Joey's Hand Twin","New Scene",1
"Joey's Hand Twin","Phoebe",1
"Joey's Hand Twin","Rachel",1
"Joey's Hand Twin","Ross",1
"Joey's Hand Twin","The Croupier",1
"Joey's Hand Twin","The Lurker",1
"Joey's Hand Twin","The Security Guard",1
"Joey's Hand Twin","The Woman Dealer",1
"Joey's Head","Monica",1
"Joey's Head","New Scene",1
"Joey's Head","Phoebe",1
"Joey's Head","Rachel",1
"Joey's Head","Ross",1
"Joey's Sister","Joey's Sisters",1
"Joey's Sister","Mark",1
"Joey's Sister","Mary-Angela",1
"Joey's Sister","Mary-Theresa",1
"Joey's Sister","Monica",1
"Joey's Sister","Mr. Kaplan",1
"Joey's Sister","New Scene",1
"Joey's Sister","Phoebe",1
"Joey's Sister","Rachel",1
"Joey's Sister","Ross",1
"Joey's Sister","Sister 1",1
"Joey's Sisters","Mark",1
"Joey's Sisters","Mary-Angela",1
"Joey's Sisters","Mary-Theresa",1
"Joey's Sisters","Monica",1
"Joey's Sisters","Mr. Kaplan",1
"Joey's Sisters","New Scene",1
"Joey's Sisters","Phoebe",1
"Joey's Sisters","Rachel",1
"Joey's Sisters","Ross",1
"Joey's Sisters","Sister 1",1
"Josh","Kathy",1
"Josh","Monica",1
"Josh","New Scene",1
"Josh","Phoebe",1
"Josh","Rachel",1
"Josh","Ross",1
"Joshua","Kathy",1
"Joshua","Kathy's Co-Star",1
"Joshua","Marjorie",1
"Joshua","Monica",5
"Joshua","Mr. Burgin",1
"Joshua","Mr. Waltham",2
"Joshua","Mrs. Burgin",1
"Joshua","New Scene",5
"Joshua","Phoebe",5
"Joshua","Rachel",5
"Joshua","Ross",5
"Joshua","Sleep Clinic Worker",1
"Joshua","Susan",1
"Joshua","The A.d",1
"Joshua","The Cigarette Guy",1
"Joshua","The Saleslady",1
"Joshua","Woman",2
"Judge","Monica",1
"Judge","New Scene",1
"Judge","Phoebe",1
"Judge","Rachel",1
"Judge","Ross",1
"Judge","The Porsche Owner",1
"Judge","Woman",1
"Judy","Monica",1
"Judy","New Scene",1
"Judy","Phoebe",1
"Judy","Rachel",1
"Judy","Ross",1
"Julie","Man",2
"Julie","Marc",1
"Julie","Melanie",1
"Julie","Mich",1
"Julie","Monica",10
"Julie","Mr. Geller",1
"Julie","Mrs. Geller",2
"Julie","New Scene",10
"Julie","Nurse",1
"Julie","Old Woman",1
"Julie","Paulo",1
"Julie","Phoebe",10
"Julie","Rachel",10
"Julie","Radio",1
"Julie","Rahcel",1
"Julie","Ross",10
"Julie","Rtst",1
"Julie","Russ",1
"Julie","Sick Bastard",1
"Julie","Sid",1
"Julie","Store Guy",1
"Julie","Stranger",1
"Julie","Susan",1
"Julie","Waiter",2
"Julie","Woman",2
"Julie","Woman Giving Birth",1
"Julio","Man",1
"Julio","Mark",1
"Julio","Monica",1
"Julio","New Scene",1
"Julio","Phoebe",1
"Julio","Quartet",1
"Julio","Rachel",1
"Julio","Ross",1
"Julio","The Bass Barber",1
"Julio","Woman",1
"Kara","Monica",1
"Kara","New Scene",1
"Kara","Phoebe",1
"Kara","Rachel",1
"Kara","Ross",1
"Karin","Meg",1
"Karin","Monica",1
"Karin","New Scene",1
"Karin","Phoebe",1
"Karin","Rachel",1
"Karin","Ross",1
"Karin","Russell",1
"Karin","Stephanie",1
"Kash","Mona",1
"Kash","Monica",1
"Kash","Mr. Franklin",1
"Kash","New Scene",1
"Kash","Phoebe",1
"Kash","Rachel",1
"Kash","Ross",1
"Kash","Tim",1
"Kate","Lauren",2
"Kate","Man",1
"Kate","Mark",1
"Kate","Monica",3
"Kate","New Scene",3
"Kate","Pete",2
"Kate","Phoebe",3
"Kate","Rachel",3
"Kate","Ross",3
"Kate","Sophie",1
"Kate","Spokeswoman",1
"Kate","Stage Manager",1
"Kate","The Director",3
"Kate","Tommy",1
"Kate","Woman",1
"Kathy","Kathy's Co-Star",1
"Kathy","Mac",1
"Kathy","Man",1
"Kathy","Monica",7
"Kathy","Mr. Waltham",1
"Kathy","Mrs. Burkart",1
"Kathy","New Scene",7
"Kathy","Nurse",1
"Kathy","Nurse #1",1
"Kathy","Nurse #2",1
"Kathy","Older Scientist",1
"Kathy","Phoebe",7
"Kathy","Phoebe Sr",1
"Kathy","Rachel",7
"Kathy","Ross",7
"Kathy","Smart Kid",1
"Kathy","Tag",1
"Kathy","Terry",1
"Kathy","The Director",1
"Kathy","Tim",1
"Kathy","Tour Guide",1
"Kathy","Voice",1
"Kathy's Co-Star","Monica",1
"Kathy's Co-Star","Mr. Waltham",1
"Kathy's Co-Star","New Scene",1
"Kathy's Co-Star","Phoebe",1
"Kathy's Co-Star","Rachel",1
"Kathy's Co-Star","Ross",1
"Katie","Monica",2
"Katie","New Scene",2
"Katie","Party Guests",1
"Katie","Phoebe",2
"Katie","Rachel",2
"Katie","Ross",2
"Katie","Steve",1
"Katie","The Acting Teacher",1
"Katie","The Cooking Teacher",1
"Katie","The Food Critic",1
"Katie","The Interviewer",1
"Ken","Maitre D'",1
"Ken","Monica",2
"Ken","Ms. Geller",1
"Ken","New Scene",2
"Ken","Others",1
"Ken","Phoebe",2
"Ken","Rachel",2
"Ken","Ross",2
"Ken","Waiter",1
"Ken","Waiters",1
"Kevin","Mike",1
"Kevin","Monica",1
"Kevin","New Scene",1
"Kevin","Phoebe",1
"Kevin","Rachel",1
"Kevin","Ross",1
"Kevin","Waiter",1
"Kid","Kids",2
"Kid","Kiki",1
"Kid","Leslie",1
"Kid","Lipson",1
"Kid","Mona",1
"Kid","Monica",4
"Kid","New Scene",4
"Kid","Phoebe",4
"Kid","Pizza Guy",1
"Kid","Rachel",4
"Kid","Receptionist",1
"Kid","Rob",1
"Kid","Ross",4
"Kid","Security Guard",1
"Kid","Stephanie",1
"Kid","Susie",1
"Kid","Terry",1
"Kid","Trainer",1
"Kid","Tv Doctor",1
"Kid","Ursula",1
"Kid","Van Damme",1
"Kid","Waiter",1
"Kid","Witch",1
"Kids","Lipson",1
"Kids","Mona",1
"Kids","Monica",2
"Kids","New Scene",2
"Kids","Phoebe",2
"Kids","Rachel",2
"Kids","Rob",1
"Kids","Ross",2
"Kids","Security Guard",1
"Kids","Susie",1
"Kids","Trainer",1
"Kids","Tv Doctor",1
"Kids","Ursula",1
"Kids","Van Damme",1
"Kids","Waiter",1
"Kids","Witch",1
"Kiki","Leslie",1
"Kiki","Monica",1
"Kiki","New Scene",1
"Kiki","Phoebe",1
"Kiki","Pizza Guy",1
"Kiki","Rachel",1
"Kiki","Receptionist",1
"Kiki","Ross",1
"Kim","Kyle",1
"Kim","Monica",2
"Kim","Nancy",1
"Kim","New Scene",2
"Kim","Phoebe",2
"Kim","Rachel",2
"Kim","Ralph Lauren",1
"Kim","Raymond",1
"Kim","Ross",2
"Kitchen Worker","Mike",1
"Kitchen Worker","Monica",1
"Kitchen Worker","New Scene",1
"Kitchen Worker","Phoebe",1
"Kitchen Worker","Rachel",1
"Kitchen Worker","Ross",1
"Kitchen Worker","The Conductor",1
"Kitchen Worker","The Waiter",1
"Kitchen Worker","Woman on Train",1
"Kori","Manny",1
"Kori","Mike",1
"Kori","Monica",1
"Kori","New Scene",1
"Kori","Phoebe",1
"Kori","Rachel",1
"Kori","Ross",1
"Kori","Strange Man",1
"Kori","Tom",1
"Krista","Monica",1
"Krista","New Scene",1
"Krista","Phoebe",1
"Krista","Rachel",1
"Krista","Ross",1
"Krista","The Man",1
"Kristen","Megan",1
"Kristen","Monica",2
"Kristen","New Scene",2
"Kristen","Phoebe",2
"Kristen","Rachel",2
"Kristen","Ross",2
"Kristen","The Woman",1
"Kristen","We Have 8",1
"Kristen","Woman",1
"Kristin","Lorraine",1
"Kristin","Monica",1
"Kristin","New Scene",1
"Kristin","Phoebe",1
"Kristin","Rachel",1
"Kristin","Ross",1
"Kristin","Susan",1
"Kristin","Woman",1
"Kyle","Melissa",1
"Kyle","Monica",2
"Kyle","Nancy",1
"Kyle","New Scene",2
"Kyle","Phoebe",2
"Kyle","Rachel",2
"Kyle","Raymond",1
"Kyle","Ross",2
"Kyle","Tag",1
"Kyle","The Photographer",1
"Kyle","Whitney",1
"Kyle Lowder","Matthew Ashford",1
"Kyle Lowder","Message",1
"Kyle Lowder","Monica",1
"Kyle Lowder","New Scene",1
"Kyle Lowder","Phoebe",1
"Kyle Lowder","Professor Spafford",1
"Kyle Lowder","Rache",1
"Kyle Lowder","Rachel",1
"Kyle Lowder","Ross",1
"Lady","Monica",1
"Lady","Mr Zelner",1
"Lady","New Scene",1
"Lady","Phoebe",1
"Lady","Phoebe-Estelle",1
"Lady","Rachel",1
"Lady","Realtor",1
"Lady","Ross",1
"Larry","Monica",1
"Larry","New Scene",1
"Larry","Phoebe",1
"Larry","Rachel",1
"Larry","Ross",1
"Larry","Tom",1
"Laura","Mike",1
"Laura","Monica",1
"Laura","New Scene",1
"Laura","Phoebe",1
"Laura","Rachel",1
"Laura","Ross",1
"Lauren","Man",1
"Lauren","Mike",1
"Lauren","Monica",3
"Lauren","New Scene",3
"Lauren","Pete",1
"Lauren","Phoebe",3
"Lauren","Rachel",3
"Lauren","Ross",3
"Lauren","Sophie",1
"Lauren","Stage Manager",1
"Lauren","The Director",2
"Lauren","The Interviewer",1
"Lauren","Tommy",1
"Lauren","Woman",2
"Leader","Monica",1
"Leader","New Scene",1
"Leader","Phoebe",1
"Leader","Rachel",1
"Leader","Rachel's Boss",1
"Leader","Ross",1
"Leader","Sarah",1
"Leader","Woman",1
"Lecturer","Leslie",1
"Lecturer","Mark",1
"Lecturer","Monica",1
"Lecturer","New Scene",1
"Lecturer","Phoebe",1
"Lecturer","Rachel",1
"Lecturer","Ross",1
"Lecturer","Singer",1
"Lecturer","Woman",1
"Leslie","Mark",1
"Leslie","Monica",2
"Leslie","New Scene",2
"Leslie","Phoebe",2
"Leslie","Pizza Guy",1
"Leslie","Rachel",2
"Leslie","Receptionist",1
"Leslie","Ross",2
"Leslie","Singer",1
"Leslie","Woman",1
"Lewis","Monica",1
"Lewis","Morse",1
"Lewis","New Scene",1
"Lewis","Phoebe",1
"Lewis","Rachel",1
"Lewis","Ross",1
"Lewis","The Cute Guy",1
"Lewis","The Presenter",1
"Liam","Monica",1
"Liam","Mrs. Chatracus",1
"Liam","New Scene",1
"Liam","Phoebe",1
"Liam","Rachel",1
"Liam","Ross",1
"Liam","Woman",1
"Lipson","Monica",1
"Lipson","New Scene",1
"Lipson","Phoebe",1
"Lipson","Rachel",1
"Lipson","Rob",1
"Lipson","Ross",1
"Lipson","Security Guard",1
"Lipson","Susie",1
"Lipson","Trainer",1
"Lipson","Tv Doctor",1
"Lipson","Van Damme",1
"Lipson","Waiter",1
"Lisa","Matire'd",1
"Lisa","Monica",1
"Lisa","Mr. Bowmont",1
"Lisa","Mr. Thompson",1
"Lisa","Narrator",1
"Lisa","New Scene",1
"Lisa","Phoebe",1
"Lisa","Rachel",1
"Lisa","Richard",1
"Lisa","Richard's Date",1
"Lisa","Ross",1
"Lisa","Sarah",1
"Lisa","Second Dorm Guy",1
"Lisa","The Girls",1
"Lisa","Waitress",1
"Lisa","Zoe",1
"Little Bully","Monica",1
"Little Bully","Mrs Buffay",1
"Little Bully","New Scene",1
"Little Bully","Phoebe",1
"Little Bully","Rachel",1
"Little Bully","Ross",1
"Little Girl","Mona",1
"Little Girl","Monica",1
"Little Girl","Mr. Geller",1
"Little Girl","Mrs. Bing",1
"Little Girl","New Scene",1
"Little Girl","Phoebe",1
"Little Girl","Photographer",1
"Little Girl","Rachel",1
"Little Girl","Ross",1
"Little Girl","Second Girl",1
"Little Girl","The Girls",1
"Little Girl","Waiter",1
"Little Girl","Woman",1
"Lizzie","Monica",1
"Lizzie","New Scene",1
"Lizzie","Paula",1
"Lizzie","Phoebe",1
"Lizzie","Rachel",1
"Lizzie","Ross",1
"Lizzie","The Guys",1
"Locksmith","Mona",1
"Locksmith","Monica",1
"Locksmith","New Scene",1
"Locksmith","Nurse",1
"Locksmith","Phoebe",1
"Locksmith","Rachel",1
"Locksmith","Roger",1
"Locksmith","Ross",1
"Lorraine","Monica",2
"Lorraine","New Scene",2
"Lorraine","Phoebe",2
"Lorraine","Rachel",2
"Lorraine","Ross",2
"Lorraine","Susan",1
"Lorraine","Woman",1
"Lowell","Monica",1
"Lowell","Mr. Geller",1
"Lowell","Mrs. Geller",1
"Lowell","New Scene",1
"Lowell","Nurse",1
"Lowell","Phoebe",1
"Lowell","Rachel",1
"Lowell","Ross",1
"Lowell","Shelley",1
"Luisa","Monica",1
"Luisa","Mr. Heckles",1
"Luisa","New Scene",1
"Luisa","Phoebe",1
"Luisa","Rachel",1
"Luisa","Ross",1
"Luisa","Woman No. 1",1
"Luisa","Woman No. 2",1
"Lydia","Mel",1
"Lydia","Monica",2
"Lydia","New Scene",2
"Lydia","Nurse",1
"Lydia","Phoebe",2
"Lydia","Rachel",2
"Lydia","Ross",2
"Lydia","Susan",1
"Lydia","The Guys",1
"Mac","Man",1
"Mac","Monica",1
"Mac","New Scene",1
"Mac","Nurse #1",1
"Mac","Nurse #2",1
"Mac","Phoebe",1
"Mac","Rachel",1
"Mac","Ross",1
"Mac","Tag",1
"Mac","Terry",1
"Mac","The Director",1
"Machine","Michelle",1
"Machine","Monica",2
"Machine","New Scene",2
"Machine","Phoebe",2
"Machine","Rachel",2
"Machine","Richard",1
"Machine","Ross",2
"Machine","Sherman Whitfield",1
"Machine","Steve",1
"Machine","The Guys",1
"Machine","Waiter",1
"Machine","Waitress",1
"Machine","Whitfield",1
"Machine","Woman's Voice",1
"Mackenzie","Maitre D'",1
"Mackenzie","Man",1
"Mackenzie","Mark",1
"Mackenzie","Mike",1
"Mackenzie","Monica",1
"Mackenzie","Mr Campbell",1
"Mackenzie","Mr Zellner",1
"Mackenzie","New Scene",1
"Mackenzie","Phoebe",1
"Mackenzie","Rachel",1
"Mackenzie","Realtor",1
"Mackenzie","Rita",1
"Mackenzie","Ross",1
"Mackenzie","Woman",1
"Maitre D'","Male Guest",1
"Maitre D'","Man",1
"Maitre D'","Mark",1
"Maitre D'","Mike",1
"Maitre D'","Monica",3
"Maitre D'","Mr Campbell",1
"Maitre D'","Mr Zellner",1
"Maitre D'","Ms. Geller",1
"Maitre D'","New Scene",3
"Maitre D'","Phoebe",3
"Maitre D'","Rachel",3
"Maitre D'","Realtor",1
"Maitre D'","Rita",1
"Maitre D'","Ross",3
"Maitre D'","Salesman",1
"Maitre D'","Waiter",1
"Maitre D'","Waiters",1
"Maitre D'","Woman",1
"Malcom","Monica",1
"Malcom","New Scene",1
"Malcom","Phoebe",1
"Malcom","Rachel",1
"Malcom","Ross",1
"Male Guest","Monica",1
"Male Guest","New Scene",1
"Male Guest","Phoebe",1
"Male Guest","Rachel",1
"Male Guest","Ross",1
"Male Guest","Salesman",1
"Male Jeweler","Monica",1
"Male Jeweler","New Scene",1
"Male Jeweler","Paul",1
"Male Jeweler","Phoebe",1
"Male Jeweler","Rachel",1
"Male Jeweler","Ross",1
"Male Student","Monica",1
"Male Student","New Scene",1
"Male Student","Phoebe",1
"Male Student","Rachel",1
"Male Student","Ross",1
"Male Student","The Colonel",1
"Male Student","The Head Librarian",1
"Male Student","The Librarian",1
"Male Student","The Waitress",1
"Male Student","Woman",1
"Man","Marc",1
"Man","Mark",2
"Man","Melanie",1
"Man","Mike",2
"Man","Missy",1
"Man","Monica",15
"Man","Mr Campbell",1
"Man","Mr Zellner",1
"Man","Mr. Geller",2
"Man","Mr. Treeger",1
"Man","Mr. Zelner",1
"Man","Mrs. Geller",3
"Man","Mrs. Green",1
"Man","New Scene",15
"Man","Note",1
"Man","Nurse",3
"Man","Nurse #1",1
"Man","Nurse #2",1
"Man","Parker",1
"Man","Passenger #1",1
"Man","Passenger #2",1
"Man","Passenger #3",1
"Man","Pete",1
"Man","Phoebe",15
"Man","Pizza Guy",1
"Man","Policeman",1
"Man","Quartet",1
"Man","Rachel",15
"Man","Ray",1
"Man","Realtor",1
"Man","Rita",1
"Man","Ross",15
"Man","Roy",2
"Man","Sick Bastard",1
"Man","Sid",1
"Man","Stage Manager",2
"Man","Tag",1
"Man","Terry",1
"Man","The Bass Barber",1
"Man","The Chorus Line",1
"Man","The Director",2
"Man","The Pastor",1
"Man","Ticket Agent",2
"Man","Tommy",1
"Man","Uncle Dan",1
"Man","Ursula",1
"Man","Voice",1
"Man","Waiter in Drag",1
"Man","Waitress",1
"Man","Woman",6
"Man","Woman Giving Birth",1
"Man at the Wedding","Monica",1
"Man at the Wedding","New Scene",1
"Man at the Wedding","Phoebe",1
"Man at the Wedding","Rachel",1
"Man at the Wedding","Ross",1
"Man at the Wedding","Tag",1
"Man on Tv","Mona",1
"Man on Tv","Monica",1
"Man on Tv","New Scene",1
"Man on Tv","Phoebe",1
"Man on Tv","Rachel",1
"Man on Tv","Ross",1
"Man on Tv","Woman on Tv",1
"Man with a Bow Tie","Mike",1
"Man with a Bow Tie","Monica",1
"Man with a Bow Tie","Mr. Oberblau",1
"Man with a Bow Tie","New Scene",1
"Man with a Bow Tie","Paleontologist",1
"Man with a Bow Tie","Phoebe",1
"Man with a Bow Tie","Professore Clerk",1
"Man with a Bow Tie","Rachel",1
"Man with a Bow Tie","Ross",1
"Man with a Bow Tie","Sarah",1
"Man with a Bow Tie","Waiter",1
"Man with a Bow Tie","Woman",1
"Man's Voice","Monica",1
"Man's Voice","New Scene",1
"Man's Voice","Phoebe",1
"Man's Voice","Rachel",1
"Man's Voice","Ross",1
"Man's Voice","Same Man's Voice",1
"Man's Voice","The Fan",1
"Man's Voice","The Vampire",1
"Man's Voice","Ursula",1
"Manny","Mike",1
"Manny","Monica",1
"Manny","New Scene",1
"Manny","Phoebe",1
"Manny","Rachel",1
"Manny","Ross",1
"Manny","Strange Man",1
"Manny","Tom",1
"Marc","Monica",1
"Marc","Mrs. Geller",1
"Marc","New Scene",1
"Marc","Nurse",1
"Marc","Phoebe",1
"Marc","Rachel",1
"Marc","Ross",1
"Marc","Sick Bastard",1
"Marc","Sid",1
"Marc","Woman",1
"Marc","Woman Giving Birth",1
"Marge","Monica",1
"Marge","Mr. Geller",1
"Marge","New Scene",1
"Marge","Phoebe",1
"Marge","Rachel",1
"Marge","Ross",1
"Marge","Supervisor",1
"Marge","The ""Hey Guy"" Guy",1
"Margha","Monica",1
"Margha","New Scene",1
"Margha","Phoebe",1
"Margha","Rachel",1
"Margha","Ross",1
"Margha","The Guys",1
"Margha","Woman",1
"Marjorie","Monica",1
"Marjorie","New Scene",1
"Marjorie","Phoebe",1
"Marjorie","Rachel",1
"Marjorie","Ross",1
"Marjorie","Sleep Clinic Worker",1
"Marjorie","The Saleslady",1
"Marjorie","Woman",1
"Mark","Mary-Angela",1
"Mark","Mary-Theresa",1
"Mark","Mike",1
"Mark","Mischa",1
"Mark","Monica",7
"Mark","Mr Campbell",1
"Mark","Mr Zellner",1
"Mark","Mr. Kaplan",1
"Mark","New Scene",7
"Mark","Pete",1
"Mark","Phoebe",7
"Mark","Quartet",1
"Mark","Rachel",7
"Mark","Realtor",1
"Mark","Rita",1
"Mark","Ross",7
"Mark","Sergei",1
"Mark","Singer",1
"Mark","Sister 1",1
"Mark","Sophie",1
"Mark","Spokeswoman",1
"Mark","The Bass Barber",1
"Mark","The Director",1
"Mark","Woman",3
"Marsha","Monica",1
"Marsha","Mr. Geller",1
"Marsha","Mrs. Geller",1
"Marsha","New Scene",1
"Marsha","Phoebe",1
"Marsha","Rachel",1
"Marsha","Robbie",1
"Marsha","Ross",1
"Marsha","Susan",1
"Mary Ellen","Mike",1
"Mary Ellen","Monica",1
"Mary Ellen","New Scene",1
"Mary Ellen","Nurse",1
"Mary Ellen","Phoebe",1
"Mary Ellen","Rachel",1
"Mary Ellen","Receptionist",1
"Mary Ellen","Ross",1
"Mary Ellen","Woman",1
"Mary-Angela","Mary-Theresa",1
"Mary-Angela","Monica",1
"Mary-Angela","Mr. Kaplan",1
"Mary-Angela","New Scene",1
"Mary-Angela","Phoebe",1
"Mary-Angela","Rachel",1
"Mary-Angela","Ross",1
"Mary-Angela","Sister 1",1
"Mary-Theresa","Monica",1
"Mary-Theresa","Mr. Kaplan",1
"Mary-Theresa","New Scene",1
"Mary-Theresa","Phoebe",1
"Mary-Theresa","Rachel",1
"Mary-Theresa","Ross",1
"Mary-Theresa","Sister 1",1
"Matire'd","Monica",1
"Matire'd","Mr. Bowmont",1
"Matire'd","Mr. Thompson",1
"Matire'd","Narrator",1
"Matire'd","New Scene",1
"Matire'd","Phoebe",1
"Matire'd","Rachel",1
"Matire'd","Richard",1
"Matire'd","Richard's Date",1
"Matire'd","Ross",1
"Matire'd","Sarah",1
"Matire'd","Second Dorm Guy",1
"Matire'd","The Girls",1
"Matire'd","Waitress",1
"Matire'd","Zoe",1
"Matress King","Monica",1
"Matress King","New Scene",1
"Matress King","Phoebe",1
"Matress King","Rachel",1
"Matress King","Ross",1
"Matress King","Student",1
"Matthew Ashford","Message",1
"Matthew Ashford","Monica",1
"Matthew Ashford","New Scene",1
"Matthew Ashford","Phoebe",1
"Matthew Ashford","Professor Spafford",1
"Matthew Ashford","Rache",1
"Matthew Ashford","Rachel",1
"Matthew Ashford","Ross",1
"Max","Monica",1
"Max","New Scene",1
"Max","Phoebe",1
"Max","Rachel",1
"Max","Ross",1
"Max","Sandy",1
"Meg","Monica",1
"Meg","New Scene",1
"Meg","Phoebe",1
"Meg","Rachel",1
"Meg","Ross",1
"Meg","Russell",1
"Meg","Stephanie",1
"Megan","Monica",1
"Megan","New Scene",1
"Megan","Phoebe",1
"Megan","Rachel",1
"Megan","Ross",1
"Megan","The Woman",1
"Megan","We Have 8",1
"Megan","Woman",1
"Mel","Monica",1
"Mel","New Scene",1
"Mel","Phoebe",1
"Mel","Rachel",1
"Mel","Ross",1
"Mel","The Guys",1
"Melanie","Monica",1
"Melanie","New Scene",1
"Melanie","Phoebe",1
"Melanie","Rachel",1
"Melanie","Ross",1
"Melissa","Monica",2
"Melissa","New Scene",2
"Melissa","Phoebe",2
"Melissa","Rachel",2
"Melissa","Ross",2
"Melissa","Tag",1
"Melissa","The Photographer",1
"Melissa","Whitney",1
"Melissa","Woman",1
"Message","Monica",2
"Message","New Scene",2
"Message","Phoebe",2
